post_title,post_author,post_category,F174,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,phone,email,website,post_content,post_tags,business_hours,post_images,range_length_yards,number_of_lanes,facility_type,has_pro_shop,has_3d_course,has_field_course,membership_required,membership_price_adult,drop_in_price,equipment_rental_available,lessons_available,lesson_price_range,bow_types_allowed,accessibility,parking_available
Pioneer Sportsmen Club,N/A,Rod & Gun Club,N/A,211 Pioneer Tower Rd,Kitchener,Ontario,Canada,N2P 2H5,43.428,-80.424,519-653-3781,info@pioneersportsmenclub.org,https://pioneersportsmenclub.org,"Non-profit recreational organization on 111 acres next to Grand River. Indoor archery facility with 10 movable Warthog target butts up to 20 yards, open Tuesday and Friday evenings year-round with additional times in fall/winter/spring. Outdoor facilities include 40-target 3D archery course on bush trails, set distance field practice areas (20-70 meters), and hosts 3D tournaments. Also offers firearms ranges and seasonal camping. Promotes conservation and good sportsmanship.","rod & gun club, 3D course, field archery, indoor, outdoor, tournaments, camping","Office: Fri 3pm-7pm, Sat 2pm-6pm; Archery: Tue & Fri evenings",N/A,"Indoor 20y, Outdoor 20-70m",10 indoor lanes,Indoor & Outdoor,No,Yes,Yes,Yes,Contact for rates,N/A,N/A,N/A,N/A,All types,N/A,Yes
Central Manitoulin Archers,N/A,Archery Club,N/A,Central Manitoulin Public School,Mindemoya,Ontario,Canada,P0P 1S0,45.756,-82.181,705-282-9978,N/A,https://centralmanitoulinarchers.weebly.com,"Community archery club on Manitoulin Island meeting Wednesday nights at Central Manitoulin Public School in Mindemoya. 18 metre (20 yard) indoor range with target butts and backstop curtain. Welcomes all experience levels, ages, and shooting styles. Member of Ontario Association of Archers (OAA), competes in provincial tournaments. First visit free, then guest fee or membership available. Crossbows not permitted due to target limitations. Active in youth archery development. Competition-focused club with successful provincial results.","archery club, indoor, community, youth programs, tournaments",Wednesday evenings during season,N/A,18 metres (20 yards),N/A,Indoor,No,No,No,No (guest fees available),Contact for rates,Guest fee (first visit free),N/A,N/A,N/A,All except crossbows,School facility,Yes
Ontario Centre for Classical Sport,N/A,Archery & Fencing Facility,N/A,"3750B Laird Road, Unit 14",Mississauga,Ontario,Canada,L5L 0A6,43.584,-79.657,905-820-5151,N/A,classicalsport.com,"11,000 sq ft indoor sports facility offering archery and fencing programs. Olympic style recurve archery for ages 8+. Level 1, 2, and 3 archery courses, private lessons, open shooting, league shooting, special events. 18m indoor range with state-of-the-art DANAGE Domino Targets. Year-round recreational programs, summer day camps (Robin Hood ages 10-14, Knight School ages 8-11), March Break camps. Equipment provided and available for purchase in pro shop. Partner with City of Mississauga. Programming for home schooled youth, special needs individuals, high school PE classes, corporate events. Fencing also available (foil, historical rapier, longsword).","archery, fencing, indoor, lessons, camps, youth programs, olympic archery","Mon-Thu 3pm-10pm, Sat 9am-10pm, Sun 10am-6pm",N/A,18 metres,N/A,Indoor,Yes,No,No,No,N/A,Lane rental $15/hour,Yes,Yes,Courses and private lessons available,Olympic recurve,Sprung hardwood floor,Yes
Grand Archery,N/A,Archery Club,N/A,2716 Victoria Park Ave,North York,Ontario,Canada,M2J 4A7,43.788,-79.329,416-576-3978,grand.archery.toronto@gmail.com,https://www.grandarchery.ca,"Olympic Recurve Archery club certified by Archery Ontario. Chinese name ""观德射箭"" meaning ""show the completeness of the archer's virtue"" derived from ancient Confucian classic. Provides Olympic recurve archery lessons and archery games. Indoor and outdoor range locations. Pay-per-class model rather than bulk prepayment, ensuring students attend from internal motivation. Focuses on developing well-rounded individuals through archery practice. Member of Archery Ontario Association.","archery club, olympic archery, recurve, lessons, indoor, outdoor, certified",Contact for schedule,N/A,Various distances,N/A,Indoor & Outdoor,No,No,No,No,Pay per class,Contact for rates,N/A,Yes,Contact for rates,Olympic recurve,N/A,Yes
Archery 2 You,N/A,Archery Facility & Events,N/A,60 Celina St,Oshawa,Ontario,Canada,L1H 4N2,43.871,-78.859,905-410-7959,info@archery2you.ca,https://archery2you.ca,"Mixed Ability Sport Facility offering fully inclusive programming. Indoor archery range with certified instructor. Services include archery lessons (beginner to advanced), archery tag games, axe throwing, and nerf wars. Specializes in ASD and special needs classes. Available for birthday parties (ages 10+), corporate team building events, bachelor/bachelorette parties, and fundraising events. Participants use safe foam-tipped arrows and protective gear for archery tag. Lesson packages include 30 minutes instruction and target practice, followed by 60 minutes gameplay. Summer camps available. Booking required - online scheduling system available.","archery, indoor, lessons, archery tag, events, birthday parties, special needs, axe throwing","Mon 6-9pm, Wed-Thu 6-9pm, Fri 7-10:30pm, Sat 11am-10:30pm, Sun 1-4pm",N/A,N/A,N/A,Indoor,No,No,No,No,N/A,Book online for rates,Yes,Yes,Private and group lessons available,All types,"Fully inclusive, special needs programming",Yes
Solely Archery Club,N/A,Archery Club & Range,N/A,44 Riviera Dr,Markham,Ontario,Canada,L3R 5M1,43.832,-79.337,905-882-9629,archery@solelyoutdoors.com,https://solelyana.com,"Indoor archery range at Centre of Markham City with 20-yard distance, up to 8 lanes. Recently upgraded facility offering expansive indoor range, top-of-the-line target butts, premier safety measures. Welcomes all skill levels from beginners to experienced archers. Equipment rental service available. Various membership options plus walk-in customers accepted. Private and group courses offered for different skill levels. Supervised by experienced team. Established 2019.","archery club, indoor, lessons, rental, Markham, range, beginner friendly","Mon-Sat 10am-9pm, Sun 11am-9pm",N/A,20 yards,Up to 8 lanes,Indoor,Yes,No,No,No,Various memberships available,Walk-ins accepted,Yes,Yes,Private and group courses,All types,Indoor facility,Yes
Forest City Archers,1,Archery Clubs,,21940 Valleyview Road,Thames Centre,Ontario,Canada,N0M 2P0,42.9500,-81.1500,,forestcityarchers.info@gmail.com,https://www.forestcityarchers.ca,"Member-only non-profit archery club established in 1954, affiliated with Archery Ontario and Archery Canada. Located on 64 acres on the Thames River near Thorndale, just northeast of London. Features two practice archery ranges and a 2 km forested archery course with fifty 3D Rinehart foam targets. Accessible 365 days a year. Supports all types of archery including traditional (longbow and recurve), compound bow, and crossbow shooting. Challenging for hunters, fun for recreational archers.",,Accessible 365 days/year (Member access),,,,Outdoor,,Yes,,Yes,,,,,,"Traditional (longbow, recurve), Compound, Crossbow",,Yes
Flying Feathers Archery Club Inc.,1,Archery Clubs,,25543 Highway 60,Madawaska,Ontario,Canada,K0J 2C0,45.50148,-77.99181,613-637-2139,,,"Community archery club established in the mid-1980s. Features indoor year-round 30-yard archery range in clubhouse, 40-shot outdoor 3D world-class range, and 50-yard outdoor practice range. Part of South Algonquin Township recreation program. Known for variety of shooting conditions and challenging terrain, including hills and valleys. Used by competitive archers for training.",,,,50,,Indoor/Outdoor,,Yes,,,,,,,,,,Yes
Rose City Archers,1,Archery Clubs,,"Peace Lutheran Church, 1971 Rossini Blvd",Windsor,Ontario,Canada,N8W 4P6,42.30008,-83.01654,519-948-7521,[email protected],http://www.rosecityarchers.ca,"Community archery club shooting at Peace Lutheran Church. Open to ages 7 and up. Youth program (ages 7-14) shoots Sundays 5:45-7:00pm, adults (15+) shoot Sundays and Wednesdays 7:00-8:30pm. Equipment available for beginners at no extra cost. Member of Ontario Association of Archers (OAA) and Archery Canada. Registration by first-come, first-served on night of shooting.",,Youth: Sunday 5:45-7pm; Adults: Sunday & Wednesday 7-8:30pm (October-May season),,,,Indoor,,,,Yes,"Family $100, Adult/Student $50, Senior (60+) $25","Adult $4, Senior $2, Non-member $6",Yes,,,All types,,Yes
Georgian Bay Hunters & Anglers Club,1,Rod & Gun Clubs,,3175 Ogden Beach Road,Midland,Ontario,Canada,L4R 4K6,44.7501,-79.88296,705-527-9949,,https://www.gbhuntersandanglers.com,"Multi-sport rod and gun club featuring archery facilities along with rifle, restricted firearms, shotgun, and muzzleloader ranges. Archery program includes certified Level 1 instructors providing safe, fun environment for all skill levels. Range features foam block targets and 3D targets. Serves youth activities in Midland, Penetanguishene, Tay and surrounding areas. Indoor 22 calibre range also available.",,,,,,Indoor/Outdoor,,Yes,,Yes,,,,Yes,,"Longbows, Compound bows, Crossbows",,Yes
Amherstburg Target Sports,1,Rod & Gun Clubs,,,Amherstburg,Ontario,Canada,N9V 3A1,42.10009,-83.09985,519-736-2557,,http://amherstburgtargetsports.com,"Members-owned and operated gun club featuring 50-yard archery field, multiple clay target shooting venues, and members-only 100-yard indoor/outdoor 8-position rifle and pistol range. Located on club property with 2000 sq ft climate-controlled clubhouse overlooking trap fields. Open year-round, hosts registered ATA events and offers private rentals. Licensed to sell ammunition. Membership required with orientation/range safety course.",,"Wednesday, Saturday, Sunday 11am-3pm",,50,,Indoor/Outdoor,,,,Yes,,,,,,All types,,Yes
Guelph Rod and Gun Club,1,Rod & Gun Clubs,,4877 Wellington Road 29,Eden Mills,Ontario,Canada,N0B 1P0,43.6289,-80.2153,,,https://grgc.ca,"Established 1958, one of the finest shooting clubs in Ontario. Features seven outdoor ranges, two indoor ranges, and large clubhouse on 23 acres approximately 45 minutes west of Toronto. Facilities designed for safety and enjoyment, accommodating wide range of shooting disciplines. Regular activities include Archery, Black Powder, Precision Rimfire, CAS, IPSC, IDPA, 3-Gun, Action Shotgun, and Trap. Hosts National Championships and regional competitions. Not-for-profit club with Province-approved ranges.",,"Mon-Sat 9am-9pm or dusk, Fri close 6pm; Closed: Sunday, Good Friday, Christmas",,,,Indoor/Outdoor,,Yes,,Yes,,,,,,All types,,Yes
The Royal Garrison,1,Commercial Ranges,,28 Essex Street,Guelph,Ontario,Canada,N1H 3K8,43.5448,-80.2482,519-763-1333,info@theroyalgarrison.com,https://theroyalgarrison.com,"Medieval-themed weapons range and bar featuring 60ft indoor archery range, combat archery arena, and axe/knife throwing ranges. School of Medieval Martial Arts offering archery lessons, memberships, and Olympic/period style fencing. Suitable for ages 6+. Equipment rental available. Walk-in hours and appointments accepted.",,Tuesday-Sunday by appointment,,60,,Indoor,,,,,,,Yes,Yes,$40/hour + HST,Various,,Yes
Parkline Archery Club,1,Archery Clubs,,32145 Highway 17 East,Deep River,Ontario,Canada,K0J 1P0,46.1008,-77.4997,613-584-9673,,,Community archery club offering both indoor and outdoor archery facilities with 3D targets. Serves Deep River and surrounding Ottawa Valley area.,,,,,,Indoor/Outdoor,,Yes,,Yes,,,,,,All types,,Yes
Archery Exclusive,1,Archery Clubs,,20 Pigeon Lake Road,Lindsay,Ontario,Canada,K9V 4R6,44.3501,-78.7336,705-324-4934,,,Indoor archery facility serving Lindsay and Kawartha Lakes region. Dedicated archery-only facility.,,,,,,Indoor,,,,,,,,,,All types,,Yes
Eastern Ontario Shooting Club,1,Rod & Gun Clubs,,4570 Drouin Road,Limoges,Ontario,Canada,K0A 2A0,45.3286,-75.2550,613-247-1805,,https://eosc.ca,"Multi-discipline shooting club featuring outdoor archery range along with .22 calibre rifle, rimfire, black powder, and 5-stand shooting. Serves Eastern Ontario region including Ottawa area.",,,,,,Outdoor,,,,Yes,,,,,,All types,,Yes
Carleton Archery Club,1,University/College Clubs,,"IH2404, Carleton Ice House, 1125 Colonel By Drive",Ottawa,Ontario,Canada,K1S 5B6,45.4215,-75.6972,,,https://carletonarchery.ca,"Beginner-friendly university archery club serving Carleton student community and wider Ottawa community including students from other universities. Indoor 12-meter range with 4 lanes. Shared operations between Carleton University Archery Club (CUAC) and Carleton Archery Club, Inc. Equipment available for borrowing including recurve bows, arrows, finger tabs, arm guards. Member of Archery Ontario/Archery Canada (ON692). Offers beginner lessons, recreational shooting. Founded 2013, continues legacy of original 2003-2010 club.",,"Regular events IH2404 in Carleton Ice House, check website for schedule",,12,,Indoor,,,,Yes,,,Yes,Yes,,Recurve,,Yes
Kanata Archery Club,1,Archery Clubs,,515 Beavertail Road,Ottawa/Carp,Ontario,Canada,K0A 1L0,45.3397,-76.0409,,leeder1203@rogers.com,https://kanataarcheryclub.com,"Community archery club established 1985 (originally Kanata Fish and Game Club, renamed 2005). Features outdoor range with 10, 20, 30, 40, and 50-yard butt targets. 15-target 3D course with varied shooting settings. NCCP certified coaching available for all ages starting from age 12. Two-week ""Archery for Beginners"" course ($125). Requires Archery Ontario membership. Open May 1 to October 31, dawn to dusk, 7 days per week. Member-operated volunteer-run club.",,"May 1-Oct 31, Dawn to Dusk, 7 days per week",,50,,Outdoor,,Yes,,Yes,,,Yes,Yes,$125 for 2-week beginner course,All types,,Yes
Woods North Archery,1,Pro Shops/Commercial,,279 Darcy Street,Oshawa,Ontario,Canada,L1G 6Z9,43.8971,-78.8658,905-433-0760,taylormade@sympatico.ca,http://www.woodsnortharchery.ca,"Family-operated archery shop and coaching facility. Certified coach Alex Taylor teaches adults and children (age 6+). PSE Shooter School, PSE Technical School, Easton Technical Dealer Training certified. Full pro shop for novice and expert archers with equipment sales, repairs, and setups by factory-trained technician. Coaching for recreational and competitive archery (3D, FITA, IFAA tournaments). Daughter Sasha also Level 1 certified archery coach. Evenings only.",,Evenings 5:30pm-9pm Mon-Thu,,,,,Yes,,,,,,Yes,Yes,,All types,,Yes
Ottawa Archers,1,Archery Clubs,N/A,4075 Twin Elm Road,Ottawa,Ontario,Canada,K0A 2Z0,45.4215,-75.6972,N/A,[email protected],http://www.ottawa-archers.com,"West Ottawa/Richmond area based archery club. Self-serve, unsupervised outdoor range open 365 days a year from dawn until dusk. Features 3 target butts with distances marked at 10m, 20m, 30m, 40m, 50m. 15-lane 3D course with multiple targets per lane and hanging target parts. Target archery (FITA) field with targets up to 70m. Target butts set at 20m, 30m, 40m, 50m, 60m, and 70m distances. Access and parking through Twin Elms Rugby Club. Crossbows allowed on 3D targets and practice butts, not on field archery targets. Field points only, no broadheads. Dogs must be leashed. All ages welcome, children must be supervised.",N/A,"Open 365 days/year, Dawn to Dusk",N/A,70,15,Outdoor,No,Yes,Yes,Yes,$100 (April 1 - March 31),N/A,No,No,N/A,"All types, crossbows allowed",N/A,Yes
Ottawa Kyudo Association,1,Specialty Archery,N/A,Practices held at OJKA and RA Centre,Ottawa,Ontario,Canada,K1Y 2E5,45.4215,-75.6972,343-999-5587,N/A,https://ottawa.kyudo.ca,"Japanese archery (Kyudo) association dedicated to supporting the growth and development of IKYF-style Kyudo. Practices held at Ottawa Japanese Community Association (OJKA) and RA Centre. Led by Patrick Suen (3-Dan), Mai-Linh Nguyen (2-Dan), Charles Dauphinais (2-Dan). Traditional Japanese archery discipline focusing on meditation, form, and spiritual development.",N/A,Check Facebook for practice schedules,N/A,N/A,N/A,Indoor,No,No,No,Yes,N/A,N/A,N/A,Yes,N/A,Kyudo (Japanese longbow) only,N/A,N/A
RA Centre Archery Club,1,Recreation Facility,N/A,2451 Riverside Drive (RA Centre East Wing),Ottawa,Ontario,Canada,K1H 7X7,45.4215,-75.6972,613-733-5100 ext 360,N/A,https://www.racentre.com/archery.html,"Indoor archery range at RA Centre recreation facility. Lane bookings available up to 7 days in advance. Mandatory Internal Safety Course required before membership. Members and pass-holders access range via keybox with monthly code updates. Own equipment required. Try Archery sessions (1 hour) available for beginners. 8-week beginner courses covering range safety, etiquette, fundamental techniques, barebow, Olympic recurve, and compound bows. Junior members (ages 10-15) must have adult (18+) present. No formal coaching during lane bookings.",N/A,Check with Guest Services for lane availability,N/A,N/A,Multiple lanes (book in advance),Indoor,No,No,No,Yes,$269.28 + $20.20 FRF = $289.48 (+HST) annual LifeFIT for Archery Club members,N/A,No - own equipment required,Yes,"Try Archery sessions available, 8-week courses","Compound, longbow, recurve to maximum 60 lbs, rounded target points only",Contact Guest Services at ext 360 to confirm accessibility,Yes
XQuest Archery,1,Commercial Ranges,N/A,N/A,Ottawa,Ontario,Canada,K1Y 2E5,45.4215,-75.6972,N/A,N/A,https://www.xquestarchery.com,"Ottawa's largest and newest indoor archery range. Family-run company since 2008, owned and operated by Janice Clark. Features instructional classes with NCCP (National Coaching Certification Program) coaches for beginners to intermediate levels. Competitive development coaching programs available. In-house pro shop with equipment sales and service. Owner Janice Clark competed in trials for 2012 London Olympics and 2015 Pan Am Games. Certified NCCP Competition Development Coach (highest coaching certification in archery). Head coach of Ottawa Recreation Centre instructional program 2007-2018. Online booking for members. Drop-in shooting available during non-booked times.",N/A,"Mon-Fri 12pm-9pm, Sat-Sun 9am-6pm",N/A,N/A,N/A,Indoor,Yes,No,No,Yes (for online booking),N/A,N/A,Yes,Yes,"4-week classes $205+HST (6 hrs), 5-week classes $250+HST (7.5 hrs)","Recurve, compound, barebow",Quiet and accessible,N/A
Lanark County Bowhunters Organization,1,Archery Clubs,N/A,N/A,Lanark,Ontario,Canada,K0G 1K0,44.9800,-76.3189,613-259-0266,N/A,N/A,Community archery club serving Lanark County. Shoots once a week during summer season until hunting season starts. Welcomes new members of all levels. Active in Eastern Ontario archery community. Also known as LCBO.,N/A,Weekly shoots during summer until hunting season,N/A,N/A,N/A,Outdoor,No,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Bowhunting equipment,N/A,N/A
East Grey Hunters and Anglers Association,1,Shooting Ranges,N/A,138308 Grey Rd 112 (9th Line),Meaford,Ontario,Canada,N4L 1W5,44.6061,-80.5972,519-538-5168,eghaa.ca@gmail.com,https://www.eghaa.ca,"Multi-sport shooting facility established 1967 on 63 acres. Offers archery ranges (including 3D course), shooting ranges (25/50/100 yards), trap shooting. Full clubhouse (1225 sq ft) with kitchen, washroom, wood stove, meeting area. Covered firing line. BBQs and picnic tables on site. Monthly meetings second week of each month. Hosted All-Ontario Bowhunting Championships in past. Special events including National Range Day, women's range days. Members-only facility.",N/A,Members only - check website for events and access,N/A,100,N/A,Outdoor,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,All types,N/A,Yes
Sydenham Sportsmen's Association,1,Shooting Ranges,N/A,082535 Sideroad #16,Georgian Bluffs,Ontario,Canada,N4K 5P3,44.7167,-81.0000,519-376-7177,info@sydenhamsportsmen.com,https://www.sydenhamsportsmen.com,"Conservation and shooting sports club founded 1947. Two clubs in one: Conservation Club operating 2 hatcheries on Weaver's Creek, maintaining Eastern Bluebird nesting boxes, stream rehabilitation, tree planting, organizes Owen Sound Salmon Spectacular fishing derby. Shooting Sports programs include: archery range, trap, skeet, sporting clays, high power rifle, handgun range, cowboy action, defensive pistol. Multiple ranges on property. Monthly meetings first Thursday 7:30pm (except July/Aug). Members-only facility focused on safe participation in legal shooting sports.",N/A,Members only - Monthly meetings 1st Thursday 7:30pm (no meetings July/Aug),N/A,N/A,N/A,Outdoor,No,N/A,N/A,Yes,See website for membership fees,N/A,N/A,N/A,N/A,All types,Fully Accessible,Yes
Barrie District Hunters & Anglers Conservation Club,1,Shooting Ranges,N/A,"2nd Line, Springwater Township",Midhurst,Ontario,Canada,L4M 6G9,44.4667,-79.7667,705-722-3049,N/A,https://www.bdhacc.com,"Non-profit conservation club established 1953, affiliated with Ontario Federation of Anglers & Hunters (OFAH). Primary focus is conservation through wildlife protection, habitat restoration, environmental education. Property features: two 100-yard rifle ranges, turkey shoot range, archery target range, archery 3D walking course ($2/round), 5-stand sporting clay range ($8/round members). Two cold water creeks for trout fishing. Active in cleanup projects, turtle nesting, tree planting, watershed rehabilitation. Award-winning: Young Conservation Champion, Mary Pickford Trophy, John Graves Simcoe Award. Youth program ages 5-20 with monthly activities. Members-only facility. Meetings 2nd Monday 7pm monthly. Guest fee $10/day (max 3 visits, then must join). Full membership includes OFAH membership.",N/A,Members only - Monthly meetings 2nd Monday 7pm,N/A,100,N/A,Outdoor,No,Yes,No,Yes,See website - includes OFAH membership,$10/day guest fee (max 3 visits),N/A,Yes,N/A,All types,N/A,Yes
Peterborough Archers,1,Archery Clubs,N/A,Based at Peterborough Fish and Game Club,Peterborough,Ontario,Canada,K9J 6Y1,44.3091,-78.3197,705-977-1691,N/A,https://peterborougharchers.ca,"Tournament-focused archery club formed in 2016. Organizes and runs indoor, outdoor, field and 3D tournaments throughout the year. Based at Peterborough Fish and Game Club. No membership component - focuses on tournament management and athlete development. Provides quality shooting and training experiences for archers. Active in provincial and field championships, registered with World Archery. President: Peter Burnett, Vice President: Dave Watson. Facebook group available for updates.",N/A,Tournament-based schedule - check website for events,N/A,N/A,N/A,Indoor and Outdoor,No,Yes,Yes,No,N/A,Registration required for tournaments,N/A,N/A,N/A,All types,N/A,N/A
Petawawa Archery Club,1,Archery Clubs,N/A,South Side Community Centre,Petawawa,Ontario,Canada,K0J 1J0,45.8975,-77.2811,613-687-8212,N/A,https://cfmws.ca/petawawa/archery-club,"CFMWS (Canadian Forces Morale and Welfare Services) archery club welcoming all skill levels. Offers 30-yard indoor range at South Side Community Centre, three outdoor ranges including 3D range (14 targets), FITA range for target shooters, practice range with eight butts (10-60 yards). Year-round shooting available. Beginner lessons offered September and January (8-week courses, $75/person). Equipment rental available for small fee. Hosts 3D tournaments throughout year (two rounds of 20 targets). Members-only facility. Outdoor range May-October. Indoor shoots Tuesday/Thursday. Excellent practice for bow hunters.",N/A,"Outdoor: Mon-Fri 4pm-dark, Sat-Sun all day (May-Oct). Indoor: Tue/Thu 7pm",N/A,60,8 butts,Indoor and Outdoor,No,Yes,Yes,Yes,Included in 8-week course ($75) until holiday season,$10 with member,Yes,Yes,$75 for 8-week course (family rate for up to 5),All types,N/A,Yes
Pembroke Outdoor Sportsman Club,1,Shooting Ranges,N/A,2398 Doran Rd,Pembroke,Ontario,Canada,K8A 6W8,45.8267,-77.1011,613-735-6969,pembrokesportsman@gmail.com,https://www.posc.biz,"Private members-only club established 1958 in heart of Ottawa Valley. Run by volunteer membership. Promotes conservation and preservation of natural resources. Educates adults and children on safe firearms use. Facilities: indoor range (archery, rifles), outdoor ranges (rifles, handguns, black powder), trap & skeet ranges, archery ranges. Annual summer open house allows public to try various disciplines under supervision of qualified range safety officers. Includes BBQ, raffle draw, silent auction. Youth program available. Archery coordinator: Al Phinney.",N/A,Members only - Annual open house in summer,N/A,N/A,N/A,Indoor and Outdoor,No,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,All types,N/A,Yes
Peterborough Fish and Game Association,1,Shooting Ranges,N/A,608 Division Rd,Peterborough,Ontario,Canada,K9J 6Y1,44.3091,-78.3197,705-742-6845,N/A,https://www.pfga.ca,"Oldest shooting facility in Peterborough area on 100 acres, 10 minutes east of downtown. Heated clubhouse with indoor range, canteen, lounge, washrooms. Multiple outdoor ranges for handguns, rifles, archery. Facilities open 24/7 for members (outdoor ranges close at dusk, indoor ranges 9pm weeknights/weekends, Sunday after noon). Activities: archery (indoor/outdoor year-round, 3D walkabout range 20+ targets), handguns, competitive rifle, rifles, action shooting (monthly competitions). Archery section hosts Canadian and Ontario events with Archery Ontario. Award-winning junior program with Canadian and Ontario champions in air pistol, air rifle, sporting rifle. Established club with comprehensive multi-discipline facilities.",N/A,"Members 24/7 - Outdoor ranges close at dusk, Indoor 9pm weeknights/weekends",N/A,N/A,N/A,Indoor and Outdoor,No,Yes,No,Yes,N/A,N/A,N/A,Yes,N/A,All types,N/A,Yes
Saugeen Shafts,1,Archery Shops,N/A,285 Lansdowne St E,Peterborough,Ontario,Canada,K9L 2A3,44.3091,-78.3197,705-749-1533,N/A,https://saugeenshafts.com,"Specialty archery shop serving camping, school and institutional communities for 25+ years. Full line of bows, crossbows and archery supplies. Professional repair services, instruction, custom arrows. Indoor shooting lanes available. Membership available with enrollment in archery lessons for adults and kids. Consultation services for archery programs, supplies and staff training. Focused on working with young people in educational and camping sectors. Contact Dave Watson for inquiries. Founded by late Bill Embury, beloved figure in archery and camping communities.",N/A,"Mon-Fri 10am-9pm, Sat 9am-5pm, Sun Closed",N/A,N/A,Indoor lanes available,Indoor,Yes,No,No,For lessons,N/A,N/A,Yes,Yes,N/A,All types,N/A,Yes
St. Joseph Island Hunters & Anglers Association,1,Archery Clubs,N/A,1802 Twentieth Side Rd (Conservation Centre),Richards Landing,Ontario,Canada,P0R 1J0,46.1967,-83.9600,705-971-5040,N/A,https://sjiha.ca,"Conservation and outdoor recreation organization affiliated with OFAH, established to promote wildlife management and ecosystem appreciation. Conservation Centre renovated with Trillium Grant funding. Upper level: meeting area, washrooms, office, full kitchen. Lower level: indoor archery range open Friday evenings to archers of all skill levels. Youth, men's and women's groups. Hall rental available. Hosts annual events: Wild Turkey Hunt Contest, Island Fishing Derby, Wild Game Dinner, Outdoor and Gun Show. Activities include archery, tomahawk throwing, hiking trails, children's fish derby. Provides outdoor basics education. Collaborates with MNRF and local municipalities on wildlife management programs.",N/A,"Archery: Friday evenings, open to all skill levels",N/A,N/A,N/A,Indoor,No,No,No,No,N/A,N/A,N/A,N/A,N/A,All types,N/A,Yes
Lakehead Archers Inc.,1,Archery Clubs,N/A,282 Vibert Rd N,Rosslyn,Ontario,Canada,P7K 0E5,48.3758,-89.5869,807-939-1672,lakeheadarchers@tbaytel.net,http://www.lakeheadarchers.com,"Premier archery shooting site in northern Ontario, 10 minutes west of Thunder Bay. Not-for-profit, volunteer-run organization. Features 20-yard indoor range and 90-yard outdoor range. Regarded as one of the best indoor/outdoor ranges in Ontario. Junior Development program for young archers. Provides archery events, lessons, and coach/judge training. Well-maintained ranges with friendly atmosphere. Active on social media.",N/A,"Mon 7-9pm, Wed 7-9pm, Fri 7-9pm, Sun 1-3pm",N/A,90,N/A,Indoor and Outdoor,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,All types including crossbows,N/A,Yes
Lambton Bowhunters Association Inc.,1,Archery Clubs,N/A,40 acres of bush south of Sarnia,Sarnia,Ontario,Canada,N7S 4T1,42.9745,-82.3901,519-542-2617,grousemansav@hotmail.com,https://sites.google.com/site/lambtonbowhunters,"Established 1979 by Barry Lugsdin, incorporated 1980. Located on 40 acres of bush south of Sarnia. Affiliated with Ontario Archers Association with primary insurance through OAA. All archers welcome: traditional, compound, and crossbows. Outdoor range with 10, 20, 30, and 40-yard targets. Tower for broadhead pit stand shooting practice. Monthly meetings first Wednesday of every month featuring guest speakers on topics from turkey calling to knife making. Social activities include 3D shoots and sighting-in days. Low membership fees to encourage families and kids. Beginner archery instruction for all ages available at the Lambton Bowhunters Range (outdoors) and River City Vineyard (indoors).",N/A,N/A,N/A,40,N/A,Outdoor,No,Yes,Yes,Yes,Low (encourages families),N/A,N/A,Yes,N/A,"Traditional, compound, crossbows",N/A,Yes
Red Lake Archery,1,Archery Shops,N/A,12 Springbank Drive,Madsen,Ontario,Canada,P0V 2C0,51.0736,-93.8172,807-728-2507,redlakearchery@gmail.com,https://www.redlakearchery.ca,"Full-service archery shop and range established October 2022 by Ashley Gagne. Professional tech shop offering bow repairs, bow tuning, custom arrows, archery supplies. Archery Canada certified instructor provides lessons for all ages and skill levels. R.L.A. Club offers community events, youth programs, 3D archery shoots and fun events. Equipment rentals available for events. Builds community skills like determination, patience, confidence, focus, self-discipline and respect. Family-oriented atmosphere - customers are family. Provides knowledgeable customer service with fair retail prices on major name brand bows and top-level equipment through two Canadian wholesaler accounts. Services most products locally.",N/A,N/A,N/A,N/A,N/A,Indoor and Outdoor,Yes,Yes,N/A,No,N/A,N/A,Yes,Yes,N/A,All types including crossbows,N/A,Yes
